"","n_pokoj","metrarz","cena_m2","rok","dzielnica"
"607",2,32.7,6116,1970,"Fabryczna"
"608",3,46.7,6403,1980,"Fabryczna"
"609",2,59,5847,NA,"Śródmieście"
"610",2,47.2,6250,1980,"Stare Miasto"
"611",3,54,5648,1970,"Krzyki"
"612",3,74.7,5823,2006,"Fabryczna"
"613",3,72,6042,2006,"Fabryczna"
"614",3,51.9,6146,NA,"Krzyki"
"615",2,49,11755,NA,"Stare Miasto"
"616",1,26.6,7331,2015,"Krzyki"
"617",2,40.16,6698,2008,"Krzyki"
"618",3,77,6000,NA,"Krzyki"
"619",3,51.63,7341,1936,"Śródmieście"
"620",3,63,5397,NA,"Fabryczna"
"621",4,60,7250,NA,"Fabryczna"
"622",2,40,5975,NA,"Fabryczna"
"623",2,47.5,5747,NA,"Psie Pole"
"624",1,33,7121,NA,"Śródmieście"
"625",3,58.3,5660,NA,"Krzyki"
"626",3,61.2,5866,2004,"Fabryczna"
"627",4,75,5600,NA,"Śródmieście"
"628",2,51,6863,NA,"Śródmieście"
"629",1,39.55,9330,NA,"Krzyki"
"630",2,45,5333,NA,"Fabryczna"
"631",3,50,7980,NA,"Śródmieście"
"632",2,49,6102,NA,"Fabryczna"
"633",2,40,6725,2008,"Krzyki"
"634",4,116.56,5276,2005,"Krzyki"
"635",1,28.81,6768,NA,NA
"636",4,78.68,7778,NA,"Krzyki"
"637",2,39.04,5815,NA,"Krzyki"
"638",3,66.43,7978,NA,"Krzyki"
"639",3,48.41,5619,NA,"Krzyki"
"640",2,48.52,6389,NA,"Krzyki"
"641",2,74.1,6073,NA,"Krzyki"
"642",2,54.32,4602,NA,"Psie Pole"
"643",3,57.19,5018,NA,"Fabryczna"
"644",3,61.52,4958,NA,"Fabryczna"
"645",3,68.5,5109,2011,"Fabryczna"
"646",3,113.8,4877,NA,"Śródmieście"
"647",2,72,4306,NA,"Fabryczna"
"648",3,111,11532,2007,"Śródmieście"
"649",2,49,6102,2008,"Fabryczna"
"650",2,40.16,7097,2008,"Krzyki"
"651",5,106.11,4231,1930,"Krzyki"
"652",5,112,5000,2014,"Krzyki"
"653",2,47.5,4989,2000,"Krzyki"
"654",3,56,5696,2012,"Psie Pole"
"655",2,54,5185,1930,"Krzyki"
"656",2,34,7529,1970,"Krzyki"
"657",2,39.1,6343,1970,"Stare Miasto"
"658",2,46.22,5842,1970,"Krzyki"
"659",1,36,12500,1890,"Stare Miasto"
"660",1,30.7,7818,2008,"Krzyki"
"661",2,48.16,8306,2012,"Śródmieście"
"662",2,45,4867,NA,"Psie Pole"
"663",3,70,4271,1930,"Śródmieście"
"664",2,36,6389,1980,"Psie Pole"
"665",3,70,4429,1930,"Psie Pole"
"666",3,62.5,5264,2005,"Krzyki"
"667",2,37,6892,2008,"Śródmieście"
"668",3,68,4544,1932,"Śródmieście"
"669",2,45,6222,NA,"Śródmieście"
"670",2,48,5729,1965,"Fabryczna"
"671",2,38,5789,1970,"Fabryczna"
"672",3,82.21,4744,NA,"Śródmieście"
"673",3,65,5231,1970,"Krzyki"
"674",2,39.98,6128,1930,"Psie Pole"
"675",2,32,7156,1980,"Fabryczna"
"676",4,73,4507,1980,"Fabryczna"
"677",3,60,5600,1988,"Fabryczna"
"678",4,79.1,4172,1977,"Fabryczna"
"679",2,44.1,6100,1960,"Fabryczna"
"680",3,63,5079,1970,"Krzyki"
"681",2,49,6939,2002,"Stare Miasto"
"682",2,57.65,16565,2013,"Stare Miasto"
"683",2,56.66,15090,2013,"Stare Miasto"
"684",2,56.59,15109,2013,"Stare Miasto"
"685",3,57,6316,1970,"Krzyki"
"686",4,76,5132,NA,"Krzyki"
"687",2,48,6229,1970,"Śródmieście"
"688",2,44.56,6620,1970,"Śródmieście"
"689",2,53,6208,1930,"Śródmieście"
"690",2,47.2,6335,1979,"Śródmieście"
"691",2,48,6563,1970,"Śródmieście"
"692",2,67,3716,1930,"Krzyki"
"693",3,48,6229,1970,"Śródmieście"
"694",3,54,5926,1970,"Fabryczna"
"695",3,61.2,5866,2002,"Fabryczna"
"696",3,44.8,6694,1972,"Stare Miasto"
"697",2,64.78,8490,NA,"Stare Miasto"
"698",3,66,4985,1935,"Krzyki"
"699",3,57.67,6589,1994,"Krzyki"
"700",3,65,5215,1977,"Krzyki"
"701",3,73.1,6826,2011,"Krzyki"
"702",3,54.8,6186,1980,"Krzyki"
"703",3,67,5522,1990,"Śródmieście"
"704",3,83,5723,2009,"Krzyki"
"705",3,64.18,5126,1977,"Krzyki"
"706",4,86,5698,2009,"Krzyki"
"707",3,67,8657,2009,"Stare Miasto"
"708",3,56,5446,1970,"Fabryczna"
"709",2,49,8571,2010,"Fabryczna"
"710",3,63,5794,1930,"Śródmieście"
"711",3,59.87,4009,1960,"Fabryczna"
"712",1,40.65,6763,1890,"Śródmieście"
"713",1,31,7258,1970,"Stare Miasto"
"714",3,47,5723,1930,"Krzyki"
"715",3,62.5,5120,1980,"Krzyki"
"716",2,67,5955,2007,"Krzyki"
"717",1,44,6250,2001,"Psie Pole"
"718",2,58,11379,2009,"Stare Miasto"
"719",3,65.5,5786,NA,"Krzyki"
"720",2,51,5980,2006,"Fabryczna"
"721",4,85,7882,2010,"Krzyki"
"722",2,48,6146,2006,"Krzyki"
"723",3,86,6628,1930,"Fabryczna"
"724",2,37.44,5235,1930,"Fabryczna"
"725",2,54,7963,2009,"Krzyki"
"726",3,64,5000,1980,"Fabryczna"
"727",4,63,5794,1980,"Psie Pole"
"728",2,48,5625,1930,"Śródmieście"
"729",2,48.1,5301,1980,"Fabryczna"
"730",2,54,4981,1930,"Krzyki"
"731",3,100,4850,1930,"Krzyki"
"732",4,112,3839,1930,"Śródmieście"
"733",2,41,6829,1980,"Krzyki"
"734",2,49,5816,1930,"Fabryczna"
"735",3,49,6327,1977,"Stare Miasto"
"736",3,65.4,5657,2000,"Krzyki"
"737",4,82,4939,1990,"Fabryczna"
"738",3,62.5,5904,1996,"Fabryczna"
"739",2,51.5,5301,1978,"Psie Pole"
"740",3,49,6531,1980,"Fabryczna"
"741",3,62.5,6160,1983,NA
"742",4,64.5,6744,1980,"Śródmieście"
"743",3,49,5918,1970,"Stare Miasto"
"744",1,40,7175,1960,"Stare Miasto"
"745",3,64.4,5435,1981,"Fabryczna"
"746",2,50,6500,1920,"Psie Pole"
"747",3,70.5,5376,2007,"Fabryczna"
"748",1,32,6094,1930,"Śródmieście"
"749",1,24.6,7114,1950,"Fabryczna"
"750",3,55.74,6459,1970,"Stare Miasto"
"751",1,26,6538,1970,"Fabryczna"
"752",2,45,6222,1963,"Śródmieście"
"753",3,50,6800,2008,"Krzyki"
"754",2,54,4444,1930,"Śródmieście"
"755",2,47.3,5600,2018,NA
"756",2,47.1,6350,2018,"Śródmieście"
"757",2,47.2,5600,2018,NA
"758",2,47.1,6200,2018,"Śródmieście"
"759",2,39.1,5940,2018,"Śródmieście"
"760",2,47.7,6300,2018,"Śródmieście"
"761",2,49.69,5937,2009,"Psie Pole"
"762",2,38.8,7191,2002,"Krzyki"
"763",3,51.7,6112,1930,"Fabryczna"
"764",2,47,7213,1970,"Śródmieście"
"765",3,64.24,7098,2010,"Fabryczna"
"766",2,62.36,5051,1930,"Psie Pole"
"767",2,34.09,6630,NA,"Krzyki"
"768",3,63.43,6858,1995,"Psie Pole"
"769",3,66,4697,1905,"Śródmieście"
"770",2,51,5000,1910,"Śródmieście"
"771",3,71,4718,1920,"Śródmieście"
"772",3,66.7,5172,1940,"Śródmieście"
"773",3,66.7,5172,1940,"Psie Pole"
"774",2,61.34,4711,1920,"Śródmieście"
"775",3,83,6566,1936,"Psie Pole"
"776",2,43,7395,NA,"Śródmieście"
"777",2,41,5488,1950,"Krzyki"
"778",3,63,6968,1930,NA
"779",2,46,8674,NA,"Stare Miasto"
"780",3,68,7059,2013,"Krzyki"
"781",3,47.8,6255,2011,"Krzyki"
"782",3,49,5268,NA,"Krzyki"
"783",2,39,5487,NA,"Krzyki"
"784",3,62,5629,NA,"Fabryczna"
"785",3,56,6339,2011,"Krzyki"
"786",1,26,8077,2011,"Krzyki"
"787",3,86,5233,1925,"Śródmieście"
"788",1,32,8094,2017,"Fabryczna"
"789",2,34,7500,NA,"Krzyki"
"790",3,54.1,5786,1980,"Fabryczna"
"791",1,41,6341,1890,"Śródmieście"
"792",2,46.23,11464,2017,"Stare Miasto"
"793",3,50.4,6131,2001,"Krzyki"
"794",2,46.23,11573,2017,"Stare Miasto"
"795",2,52.64,5357,2007,"Krzyki"
"796",3,56.41,6090,NA,"Krzyki"
"797",2,49,6633,2010,NA
"798",2,40,7125,2008,NA
"799",1,39.55,9381,2015,NA
"800",4,91,3900,NA,NA
"801",4,63,8063,NA,"Śródmieście"
"802",2,56,5893,2008,"Fabryczna"
"803",3,79,4253,NA,"Fabryczna"
"804",2,40.8,6471,NA,"Krzyki"
"805",2,40.8,6471,NA,"Krzyki"
"806",2,32.8,7287,NA,"Krzyki"
"807",2,32.8,7287,NA,"Krzyki"
"808",2,32.8,7287,NA,"Krzyki"
"809",2,32.8,7287,NA,"Krzyki"
"810",2,46,6065,NA,"Krzyki"
"811",2,34.15,7291,NA,"Krzyki"
"812",2,34.15,7291,NA,"Krzyki"
"813",2,34.15,7291,NA,"Krzyki"
"814",2,34.15,7291,NA,"Krzyki"
"815",2,40.8,6471,NA,"Krzyki"
"816",4,79,4253,1981,"Fabryczna"
"817",2,47,5723,2004,"Krzyki"
"818",3,69,6812,2013,"Krzyki"
"819",2,34,7500,NA,"Krzyki"
"820",3,79,5443,1993,"Stare Miasto"
"821",2,39,6744,2000,"Krzyki"
"822",3,63,5794,2001,NA
"823",2,48,5729,2016,"Krzyki"
"824",2,60,6583,2000,"Fabryczna"
"825",2,51,5667,2000,"Psie Pole"
"826",3,66,5848,2002,"Fabryczna"
"827",3,61.2,5866,2004,"Fabryczna"
"828",1,24,10375,1930,"Stare Miasto"
"829",2,52,5481,2003,"Fabryczna"
"830",2,50,5780,2001,"Psie Pole"
"831",1,28,16393,2016,"Stare Miasto"
"832",3,63.27,5216,1920,"Krzyki"
"833",1,26,6538,NA,"Fabryczna"
"834",1,28,15321,2016,"Stare Miasto"
"835",6,220.9,10900,2016,"Śródmieście"
"836",2,52,7596,2014,"Stare Miasto"
"837",4,105,3666,1999,"Krzyki"
"838",2,47.5,5242,1980,"Fabryczna"
"839",3,85.56,5493,1906,"Śródmieście"
"840",1,26.6,7331,2015,"Krzyki"
"841",3,63,6905,NA,"Psie Pole"
"842",3,89,11180,2007,"Śródmieście"
"843",3,63,5794,1930,"Śródmieście"
"844",1,31,6000,2002,"Fabryczna"
"845",2,46,7152,2005,"Psie Pole"
"846",2,47,5957,2007,"Psie Pole"
"847",2,70,9000,1908,"Stare Miasto"
"848",2,65,8462,1935,"Stare Miasto"
"849",2,47,7234,2005,"Krzyki"
"850",3,58,5328,NA,"Psie Pole"
"851",2,45,5333,1930,"Fabryczna"
"852",1,31,6097,2002,"Fabryczna"
"853",2,46,9348,2010,"Śródmieście"
"854",3,89,3876,1980,"Krzyki"
"855",1,38,7895,NA,"Krzyki"
"856",3,72,5833,2006,"Fabryczna"
"857",4,145,2724,NA,"Fabryczna"
"858",2,55,4345,NA,"Stare Miasto"
"859",2,47,4447,1906,"Psie Pole"
"860",3,55,4364,NA,"Psie Pole"
"861",2,65,11538,2009,"Krzyki"
"862",3,65,7231,2008,"Psie Pole"
"863",2,45,5222,NA,"Stare Miasto"
"864",2,53,7092,1967,"Stare Miasto"
"865",3,55.1,5450,NA,"Psie Pole"
"866",3,54.66,7100,2017,"Krzyki"
"867",1,34.4,7300,2017,"Krzyki"
"868",2,48.71,7100,2017,"Krzyki"
"869",2,44.72,7100,2017,"Krzyki"
"870",2,44.75,7100,2017,"Krzyki"
"871",4,53,6208,1960,"Stare Miasto"
"872",3,58.2,5137,NA,"Psie Pole"
"873",4,72,4514,NA,"Psie Pole"
"874",3,96,10938,2007,"Stare Miasto"
"875",3,50.5,6337,2006,"Fabryczna"
"876",3,111,11486,2007,"Stare Miasto"
"877",2,38.25,5000,NA,"Fabryczna"
"878",2,38.24,5000,NA,"Fabryczna"
"879",2,39.95,5000,NA,"Fabryczna"
"880",2,39.65,5000,NA,"Fabryczna"
"881",2,38.25,5000,NA,"Fabryczna"
"882",2,35,5200,NA,"Fabryczna"
"883",2,48.72,5000,NA,"Fabryczna"
"884",2,38.33,500,NA,"Fabryczna"
"885",3,57.34,5016,NA,"Fabryczna"
"886",2,41.82,5595,NA,"Fabryczna"
"887",3,61.52,4955,NA,"Fabryczna"
"888",2,50.59,5297,NA,"Fabryczna"
"889",2,42.81,5793,NA,"Fabryczna"
"890",3,60.14,5150,NA,"Krzyki"
"891",3,55.08,4890,NA,"Krzyki"
"892",3,60.37,5150,NA,"Krzyki"
"893",2,39.3,5548,NA,"Krzyki"
"894",2,44.08,6400,NA,"Krzyki"
"895",2,38.89,5542,NA,"Krzyki"
"896",2,53.16,5305,NA,"Fabryczna"
"897",2,43.74,6300,NA,"Krzyki"
"898",2,44.94,6742,NA,"Stare Miasto"
"899",4,139.6,6581,NA,"Śródmieście"
"900",2,44.8,6674,NA,"Stare Miasto"
"901",2,52.45,5450,NA,"Śródmieście"
"902",2,42.88,8955,NA,"Śródmieście"
"903",3,130.3,7419,NA,"Śródmieście"
"904",3,53.95,6469,NA,"Stare Miasto"
"905",1,27.63,10289,NA,"Stare Miasto"
"906",2,45.16,6490,NA,"Fabryczna"
"907",1,16.04,9471,NA,"Fabryczna"
"908",2,37.89,7231,NA,"Stare Miasto"
"909",1,34.85,6858,NA,"Stare Miasto"
"910",2,39.24,7238,NA,"Stare Miasto"
"911",2,36.08,7594,NA,"Stare Miasto"
"912",3,60.2,5648,1970,"Fabryczna"
"913",3,60.3,6065,NA,"Śródmieście"
"914",3,54.4,6275,NA,"Śródmieście"
"915",3,44.94,6653,NA,"Stare Miasto"
"916",4,49.25,18150,NA,"Stare Miasto"
"917",3,64.77,6469,NA,"Stare Miasto"
"918",2,36.08,9281,NA,"Stare Miasto"
"919",2,53.94,5100,NA,"Fabryczna"
"920",2,40.54,11637,NA,"Stare Miasto"
"921",2,50.27,5871,NA,"Krzyki"
"922",1,47.87,5565,NA,"Fabryczna"
"923",3,60.81,5716,NA,"Krzyki"
"924",3,57.75,5939,NA,"Psie Pole"
"925",2,45.23,5600,NA,"Krzyki"
"926",1,17.07,7616,NA,"Fabryczna"
"927",2,53.54,5500,NA,"Krzyki"
"928",2,54.17,7920,NA,"Śródmieście"
"929",2,28.02,10671,NA,"Śródmieście"
"930",2,49.85,6199,NA,"Krzyki"
"931",2,32.81,7284,NA,"Krzyki"
"932",4,68.61,4931,NA,"Fabryczna"
"933",2,45.72,5575,NA,"Fabryczna"
"934",1,23.31,6800,NA,"Fabryczna"
"935",2,46.3,5399,NA,"Krzyki"
"936",3,67.7,5199,NA,"Krzyki"
"937",2,50.45,5770,2017,"Śródmieście"
"938",3,54.65,5565,NA,"Krzyki"
"939",3,90.28,5815,2008,"Psie Pole"
"940",2,52.49,5546,NA,"Śródmieście"
"941",2,47.6,6400,NA,"Psie Pole"
"942",2,49.5,5500,NA,"Krzyki"
"943",2,47.66,5590,NA,"Fabryczna"
"944",2,49.3,5250,NA,"Psie Pole"
"945",2,39.2,5804,NA,"Psie Pole"
"946",3,51.3,5665,NA,"Krzyki"
"947",3,61.03,6097,NA,"Krzyki"
"948",2,48.1,6549,NA,"Krzyki"
"949",3,51.15,5484,NA,"Krzyki"
"950",2,40.37,5450,NA,"Krzyki"
"951",2,44.19,5400,NA,"Fabryczna"
"952",2,43.7,5400,NA,"Fabryczna"
"953",3,59.57,6698,NA,"Stare Miasto"
"954",2,39.12,6876,NA,"Stare Miasto"
"955",3,66.03,5710,NA,"Psie Pole"
"956",3,52.5,6190,NA,"Psie Pole"
"957",4,85.49,4447,NA,"Fabryczna"
"958",2,44.47,5660,NA,"Psie Pole"
"959",2,32.81,7284,NA,"Krzyki"
"960",2,34.14,7293,NA,"Krzyki"
"961",2,32.81,7284,NA,"Krzyki"
"962",1,31.16,7028,NA,"Krzyki"
"963",3,59.51,5760,NA,"Psie Pole"
"964",2,44.5,5800,NA,"Krzyki"
"965",3,54.4,5610,NA,"Psie Pole"
"966",1,52.45,5450,NA,"Psie Pole"
"967",1,52.45,5450,NA,"Psie Pole"
"968",2,37.89,7231,NA,"Stare Miasto"
"969",4,76.35,5400,NA,"Fabryczna"
"970",2,41.82,5790,NA,"Fabryczna"
"971",2,50.59,5490,NA,"Fabryczna"
"972",3,63.7,5290,NA,"Fabryczna"
"973",2,41.68,5371,NA,"Fabryczna"
"974",1,29.48,13000,2018,"Stare Miasto"
"975",3,58.86,5800,2016,"Fabryczna"
"976",2,50.6,5632,2000,"Krzyki"
"977",2,42,5238,NA,"Psie Pole"
"978",2,66,8320,1930,"Stare Miasto"
"979",2,39,9208,2013,"Krzyki"
"980",3,71,5917,2017,"Krzyki"
"981",3,63,5016,1980,"Fabryczna"
"982",3,64,7577,1996,"Śródmieście"
"983",3,57,6296,NA,"Krzyki"
"984",4,83,5167,1984,"Krzyki"
"985",3,55,6073,NA,"Krzyki"
"986",3,68,7044,2013,"Fabryczna"
"987",3,62.79,6530,1950,"Stare Miasto"
"988",3,83,6566,1936,"Psie Pole"
"989",1,25,8400,1970,"Stare Miasto"
"990",3,56.4,5350,NA,"Psie Pole"
"991",3,56.4,5525,NA,"Psie Pole"
"992",3,55.6,5525,NA,"Psie Pole"
"993",3,56.4,5525,NA,"Psie Pole"
"994",3,64,5922,1961,"Krzyki"
"995",3,63.27,6328,NA,"Krzyki"
"996",3,55.32,6146,NA,"Krzyki"
"997",3,47,6277,NA,"Krzyki"
"998",4,112,4107,2014,"Krzyki"
"999",2,65,5523,2003,"Krzyki"
"1000",3,65,5523,2003,"Krzyki"
"1001",2,54.2,5332,2000,"Krzyki"
"1002",4,62.11,5290,NA,"Fabryczna"
"1003",3,50.39,5512,NA,"Fabryczna"
"1004",2,42.81,5790,NA,"Fabryczna"
"1005",2,35,5200,NA,"Fabryczna"
"1006",3,61.71,5000,NA,"Fabryczna"
"1007",3,64.33,10725,NA,"Stare Miasto"
"1008",2,44.28,5590,NA,"Fabryczna"
"1009",2,46.77,5590,NA,"Fabryczna"
"1010",4,95.34,5140,NA,"Krzyki"
"1011",3,90.46,4975,NA,"Krzyki"
"1012",1,23.04,10260,NA,"Stare Miasto"
"1013",2,36.08,9167,NA,"Stare Miasto"
"1014",2,46,8871,NA,"Stare Miasto"
"1015",3,57.94,8560,NA,"Stare Miasto"
"1016",2,53.7,5500,NA,"Psie Pole"
"1017",3,81,10864,NA,"Stare Miasto"
"1018",4,84,5821,1998,"Fabryczna"
"1019",4,90.5,4840,1991,"Śródmieście"
"1020",3,60,5667,1983,"Fabryczna"
"1021",3,63,6905,1995,"Psie Pole"
"1022",3,66,5136,1974,"Krzyki"
"1023",3,97,5979,1910,"Stare Miasto"
"1024",4,83.32,5161,1985,"Krzyki"
"1025",2,53,5377,2009,"Fabryczna"
"1026",2,54,7130,2014,"Fabryczna"
"1027",4,87,5402,NA,NA
"1028",3,51.7,5996,NA,NA
"1029",2,39.26,5371,NA,"Fabryczna"
"1030",2,32.81,7284,NA,"Krzyki"
"1031",3,63.25,3763,2015,"Krzyki"
"1032",4,84.5,5300,2002,"Krzyki"
"1033",3,60.96,5300,2002,"Krzyki"
"1034",NA,88.7,5299,2002,"Krzyki"
"1035",NA,255.78,4999,2002,"Krzyki"
"1036",NA,22.08,6200,NA,"Krzyki"
"1037",2,50.6,5632,NA,NA
"1038",3,63,5794,1930,"Śródmieście"
"1039",2,32,7031,NA,"Krzyki"
"1040",3,56.71,6242,2017,"Krzyki"
"1041",2,38.5,5519,NA,"Krzyki"
"1042",2,45.94,5450,NA,"Psie Pole"
"1043",3,66,5136,NA,"Krzyki"
"1044",2,70,5129,NA,"Śródmieście"
"1045",3,71,5301,NA,"Psie Pole"
"1046",3,83.64,5300,NA,"Psie Pole"
"1047",3,63,5556,1980,"Krzyki"
"1048",4,88,4943,2011,"Krzyki"
"1049",2,57,5246,2000,"Fabryczna"
"1050",3,64,4766,NA,"Fabryczna"
"1051",3,55,6273,1978,"Stare Miasto"
"1052",4,85,6941,1993,"Stare Miasto"
"1053",1,24,7500,2017,NA
"1054",3,55.74,6189,1970,"Stare Miasto"
"1055",3,72,5139,1864,"Stare Miasto"
"1056",2,40,6725,2008,NA
"1057",2,57.17,6384,1900,"Stare Miasto"
"1058",3,60,4206,NA,"Psie Pole"
"1059",2,46,9326,1925,"Stare Miasto"
"1060",2,47.7,5765,NA,"Psie Pole"
"1061",2,50.51,6929,NA,"Śródmieście"
"1062",3,56,6161,1974,"Stare Miasto"
"1063",4,90,5322,1998,"Krzyki"
"1064",2,69.07,4517,1930,NA
"1065",3,58,5690,2005,"Krzyki"
"1066",2,54,5185,NA,"Krzyki"
"1067",2,37,7243,1964,"Fabryczna"
"1068",2,41,5488,NA,"Krzyki"
"1069",3,58,5517,1986,"Krzyki"
"1070",2,46,6283,1975,"Krzyki"
"1071",3,62.51,8514,NA,NA
"1072",4,95.09,7920,NA,NA
"1073",3,68.89,7821,NA,NA
"1074",3,76.32,7910,NA,NA
"1075",3,51.72,8700,NA,NA
"1076",3,59.12,8600,NA,NA
"1077",3,73.31,7910,NA,NA
"1078",1,39.34,9000,NA,NA
"1079",1,39.46,9000,NA,NA
"1080",4,92.55,7910,NA,NA
"1081",3,62.51,8514,NA,NA
"1082",4,95.09,7920,NA,NA
"1083",2,45,6333,2006,"Fabryczna"
"1084",3,76.32,7910,NA,NA
"1085",3,51.72,8700,NA,NA
"1086",3,59.14,8514,NA,NA
"1087",3,73.31,7900,NA,NA
"1088",1,39.34,9000,NA,NA
"1089",1,39.46,9000,NA,NA
"1090",4,92.55,7910,NA,NA
"1091",2,40.48,8650,NA,NA
"1092",2,43.4,8613,NA,NA
"1093",3,72.35,7712,NA,NA
"1094",3,56.46,8316,NA,NA
"1095",2,55.65,7623,NA,NA
"1096",2,39.31,8712,NA,NA
"1097",2,39.23,8712,NA,NA
"1098",3,65.37,7673,NA,NA
"1099",2,41.57,8613,NA,NA
"1100",2,45.91,8613,NA,NA
"1101",2,40.82,8514,NA,NA
"1102",1,38.83,8514,NA,NA
"1103",1,39.23,8514,NA,NA
"1104",1,39.36,8514,NA,NA
"1105",1,39.15,8514,NA,NA
"1106",3,69.94,7712,NA,NA
"1107",2,40.48,7734,NA,NA
"1108",2,43.4,8415,NA,NA
"1109",3,72.33,7514,NA,NA
"1110",3,56.46,8118,NA,NA
"1111",2,55.65,7008,NA,NA
"1112",3,61,5885,2005,"Psie Pole"
"1113",4,78,5256,1980,"Fabryczna"
"1114",5,95,5295,2013,"Krzyki"
"1115",5,83,5349,2013,"Krzyki"
"1116",4,93,5323,2013,"Krzyki"
"1117",2,48.32,5342,NA,"Fabryczna"
"1118",3,65.03,5798,NA,"Psie Pole"
"1119",2,49.19,6709,NA,"Fabryczna"
"1120",3,57.21,6612,NA,"Fabryczna"
"1121",2,46.09,6795,NA,"Fabryczna"
"1122",2,44.54,6960,NA,"Fabryczna"
"1123",2,44.19,7065,NA,"Fabryczna"
"1124",3,64.16,6097,NA,"Krzyki"
"1125",3,65.1,5305,NA,"Krzyki"
"1126",3,61.9,5640,NA,"Krzyki"
"1127",4,58.6,5525,NA,"Krzyki"
"1128",3,52.6,5665,NA,"Krzyki"
"1129",2,48.9,5690,NA,"Krzyki"
"1130",3,57.7,5540,NA,"Krzyki"
"1131",3,76.4,5105,1930,"Śródmieście"
"1132",2,57,5789,2003,"Krzyki"
"1133",1,31.85,6750,NA,"Krzyki"
"1134",4,90,5222,2005,"Fabryczna"
"1135",3,54,6667,1980,"Krzyki"
"1136",2,55,7218,2009,"Krzyki"
"1137",2,53,6962,2009,"Psie Pole"
"1138",3,62,6758,1936,"Fabryczna"
"1139",3,59,6949,2002,"Krzyki"
"1140",3,68.76,6050,2004,"Krzyki"
"1141",4,112,4107,1900,"Krzyki"
"1142",2,58,6034,1900,"Krzyki"
"1143",1,29,9138,2015,"Fabryczna"
"1144",4,93,5323,2004,"Krzyki"
"1145",4,107,5178,2010,"Krzyki"
"1146",2,47,5532,1980,"Fabryczna"
"1147",3,57.1,5690,1978,"Psie Pole"
"1148",4,98.9,5460,2001,"Krzyki"
"1149",2,43,5930,2002,"Psie Pole"
"1150",3,124,8863,2004,"Stare Miasto"
"1151",3,81,8395,2014,"Śródmieście"
"1152",5,86,5465,2002,"Krzyki"
"1153",3,58.95,5751,1903,"Krzyki"
"1154",2,50,6780,2000,"Krzyki"
"1155",2,50,5780,2001,"Psie Pole"
"1156",4,73,6164,1960,"Krzyki"
"1157",2,54.5,6604,1992,"Krzyki"
"1158",4,63.4,5836,2011,"Fabryczna"
"1159",3,70,5000,1930,"Krzyki"
"1160",3,71,5493,1930,"Krzyki"
"1161",2,45.83,6764,2005,"Krzyki"
"1162",3,82,4378,NA,"Fabryczna"
"1163",3,80,5375,1993,"Stare Miasto"
"1164",3,55,6345,1995,"Stare Miasto"
"1165",3,55.74,6459,1970,"Stare Miasto"
"1166",3,53.9,6494,1975,"Fabryczna"
"1167",3,85,5753,NA,"Śródmieście"
"1168",3,67,5955,2011,"Fabryczna"
"1169",2,43.8,6621,2009,"Krzyki"
"1170",3,47,6702,1986,"Krzyki"
"1171",2,39.9,6967,NA,"Stare Miasto"
"1172",3,61.05,4586,1935,"Krzyki"
"1173",3,75,7053,2003,"Śródmieście"
"1174",3,37,7432,1980,"Fabryczna"
"1175",3,57,6123,1999,"Krzyki"
"1176",1,32,4375,NA,"Stare Miasto"
"1177",3,64.1,5913,2010,"Psie Pole"
"1178",3,90,5211,2007,"Krzyki"
"1179",3,84.55,5074,1900,"Stare Miasto"
"1180",3,68,5162,1993,"Śródmieście"
"1181",4,97,5464,1940,"Śródmieście"
"1182",2,38,9211,2012,"Krzyki"
"1183",4,77,5844,2004,"Fabryczna"
"1184",3,53.05,6880,1930,"Stare Miasto"
"1185",2,58,5690,2000,"Psie Pole"
"1186",2,30,6500,NA,"Fabryczna"
"1187",2,47,6170,1970,"Śródmieście"
"1188",4,75,5187,1993,"Fabryczna"
"1189",3,64,6016,1993,"Fabryczna"
"1190",4,92,4120,1930,"Śródmieście"
"1191",1,72.4,5511,2008,"Fabryczna"
"1192",5,96,5729,1996,"Stare Miasto"
"1193",2,45.83,8990,2010,"Śródmieście"
"1194",2,52.6,5894,1990,"Krzyki"
"1195",2,53,7528,2008,"Psie Pole"
"1196",3,67,5373,1960,"Krzyki"
"1197",2,45,6556,2010,"Fabryczna"
"1198",3,81.2,8374,2016,"Śródmieście"
"1199",2,41,6585,2011,"Fabryczna"
"1200",2,39.6,6035,2010,"Fabryczna"
"1201",2,45,5333,1936,"Fabryczna"
"1202",4,67,5731,1982,"Krzyki"
"1203",4,74,5676,1910,"Śródmieście"
"1204",3,72,5486,1983,"Krzyki"
"1205",3,63,5000,1983,"Fabryczna"
"1206",2,52.5,6000,1920,"Fabryczna"
"1207",3,61,8197,1965,"Stare Miasto"
"1208",2,58,5862,2011,"Krzyki"
"1209",4,127,5433,1909,"Krzyki"
"1210",3,64,4844,1970,"Krzyki"
"1211",3,55.2,6884,1969,"Krzyki"
"1212",3,65,7462,1996,"Śródmieście"
"1213",2,37,8243,1968,"Fabryczna"
"1214",2,30.12,3652,1940,"Krzyki"
"1215",2,57.44,11316,1900,"Stare Miasto"
"1216",2,51,5667,1998,"Śródmieście"
"1217",3,74.18,5527,2011,"Fabryczna"
"1218",3,64.5,6357,2005,"Fabryczna"
"1219",2,45.9,6035,2016,"Fabryczna"
"1220",2,46,6848,1996,"Stare Miasto"
